address,suburb,price,bedrooms,bathrooms,car_garage,sqft_lot,sqft_living,year_built,date_sold,zipcode,latitude,longitude
9 Shacklock Crescent,Winthrop,880000,5,3,2.0,700,251,1988.0,01/2018,6150,-32.05222,115.82837
9 Shamrock Way,Huntingdale,345000,3,1,2.0,680,115,1987.0,03/2016,6110,-32.07836,115.97409
9 Sharman Street,Medina,282500,3,1,1.0,728,79,1955.0,05/2015,6167,-32.23708,115.80503
9 Sheffield Avenue,Wanneroo,460000,4,2,2.0,510,161,2010.0,04/2018,6065,-31.76156302,115.8214753
9 Shirley Road,Walliston,335000,3,1,,909,132,1970.0,12/2005,6076,-31.99212,116.06753
9 Silda Place,Gosnells,285000,3,2,1.0,512,123,1993.0,08/2019,6110,-32.07742,115.98491
9 Silich Court,Mundijong,345000,3,1,2.0,1020,120,1977.0,02/2017,6123,-32.28926,115.9845
9 Silkeborg Crescent,Joondalup,525000,4,2,2.0,798,143,1992.0,03/2020,6027,-31.73082,115.76489
9 Silver Princess Way,Jane Brook,405000,3,2,2.0,505,143,2004.0,11/2018,6056,-31.8633,116.05232
9 Sixth Avenue,Shelley,1200000,3,2,2.0,499,278,2005.0,03/2017,6148,-32.03413068,115.8755394
9 Skerne Rise,Padbury,570000,3,2,2.0,450,170,1994.0,01/2019,6025,-31.81661,115.77734
9 Snowdonia Link,Merriwa,328000,4,2,2.0,540,161,,12/2018,6030,-31.6592102,115.7133271
9 Snowdrop Retreat,Mirrabooka,262500,3,1,,730,79,1989.0,02/2019,6061,-31.8576902,115.8689536
9 Sobotka Place,Winthrop,970000,4,2,2.0,735,252,1991.0,02/2015,6150,-32.05284,115.83459
9 Soho Lane,Harrisdale,597000,3,2,2.0,376,218,2010.0,11/2018,6112,-32.11515226,115.9330794
9 Solaia Loop,Woodvale,657000,4,2,2.0,534,234,2011.0,03/2019,6026,-31.79551111,115.8134901
9 Solar Street,Beckenham,400000,3,1,6.0,693,125,1974.0,04/2017,6107,-32.01678539,115.9684564
9 Sonego Avenue,Kelmscott,230000,2,1,1.0,803,125,1967.0,07/2019,6111,-32.12821,116.01746
9 Southport Loop,Burns Beach,935000,4,3,3.0,396,292,2015.0,07/2017,6028,-31.72369739,115.7199181
9 Sparrow Court,High Wycombe,405000,4,1,2.0,760,146,1985.0,03/2018,6057,-31.94214,115.99753
9 Spiers Place,Middle Swan,430000,4,2,2.0,599,165,2003.0,03/2013,6056,-31.87275342,116.01858
9 Springview Circle,Bennett Springs,479000,4,2,3.0,541,143,2000.0,05/2014,6063,-31.85898104,115.9484269
9 Sproxton Way,Embleton,555000,4,2,2.0,728,125,,08/2015,6062,-31.90192899,115.9141734
9 St Elias Place,Caversham,485000,4,2,4.0,560,163,1998.0,07/2016,6055,-31.86755,115.95883
9 St Helena Way,Iluka,740000,4,2,2.0,684,219,1994.0,11/2016,6028,-31.74272,115.7367
9 St Michaels Court,Cooloongup,315000,4,1,1.0,786,122,1991.0,05/2017,6168,-32.29759,115.76813
9 Staniland Street,Orange Grove,720000,4,2,1.0,18267,159,1963.0,08/2016,6109,-32.0462,116.0173
9 Stanley Street,Mount Lawley,1110000,3,1,2.0,491,179,1930.0,12/2018,6050,-31.93871,115.88038
9 Station Street,Guildford,573000,2,1,2.0,379,104,,02/2014,6055,-31.89639,115.97797
9 Stent Street,Beechboro,450000,3,1,1.0,748,176,1986.0,11/2016,6063,-31.86649,115.94769
9 Stephen Street,Guildford,660000,3,2,2.0,389,170,,10/2013,6055,-31.90038,115.96638
9 Stephen Street,Orange Grove,870000,3,2,,15188,327,1988.0,12/2008,6109,-32.03448,116.02371
9 Stillwater Way,Edgewater,735000,5,3,2.0,717,313,1981.0,08/2016,6027,-31.76354,115.78445
9 Strauss Boulevard,Tapping,505000,4,2,2.0,576,270,2007.0,05/2017,6065,-31.71901957,115.7986038
9 Strawberry Hill Drive,Gidgegannup,695000,4,2,2.0,20100,145,1920.0,06/2019,6083,-31.8246491,116.145133
9 Stubbs Terrace,Daglish,950000,2,1,2.0,486,102,1938.0,04/2020,6008,-31.94817202,115.8177892
9 Summerfield Road,Serpentine,470000,3,1,2.0,8644,107,,03/2013,6125,-32.36078,115.99163
9 Summerton Road,Medina,269000,3,1,1.0,764,100,1966.0,04/2015,6167,-32.24101,115.80367
9 Sunninghill Road,Stoneville,445000,3,1,1.0,2048,100,,05/2018,6081,-31.88207,116.16398
9 Superior Rise,Edgewater,640000,4,2,2.0,749,231,1988.0,06/2020,6027,-31.75698,115.77771
9 Swamphen Close,East Cannington,616500,4,2,2.0,473,195,2014.0,11/2015,6107,-32.00795601,115.958617
9 Swanbourne Avenue,Secret Harbour,310000,3,2,2.0,306,116,2008.0,04/2020,6173,-32.40328593,115.7619454
9 Swift Turn,Parkerville,600000,4,2,3.0,2057,218,,10/2012,6081,-31.87195125,116.1401576
9 Swincer Way,Koondoola,432000,3,1,1.0,692,119,1976.0,06/2014,6064,-31.83466227,115.8611405
9 Sylvan Crescent,Leeming,680000,6,3,1.0,700,235,1992.0,08/2019,6149,-32.08493,115.8581
9 Syrinx Place,Mullaloo,875000,4,2,2.0,883,220,1986.0,10/2018,6027,-31.77253,115.74436
9 Tallinn Loop,Mindarie,585000,4,2,2.0,557,210,1997.0,08/2019,6030,-31.6904,115.71157
9 Tallow Way,Bennett Springs,580000,4,2,,557,221,2002.0,03/2015,6063,-31.85934072,115.9404491
9 Tamarine Way,Swan View,330000,3,1,1.0,684,104,1994.0,11/2016,6056,-31.87427,116.05121
9 Tandou Court,Edgewater,600000,4,2,2.0,922,169,1991.0,07/2017,6027,-31.75901,115.77907
9 Tangelo Court,Seville Grove,246500,3,1,,731,124,1986.0,12/2018,6112,-32.1434392,115.9897176
9 Tarata Way,Forrestfield,420000,3,1,1.0,771,115,1976.0,10/2018,6058,-31.98412643,115.9970942
9 Tarwhine Place,Golden Bay,282000,2,1,1.0,810,88,1976.0,08/2017,6174,-32.43268,115.75513
9 Tattler Place,Yangebup,420000,3,1,1.0,980,129,1980.0,03/2019,6164,-32.1132,115.82071
9 Tennyson Street,Bellevue,490000,4,2,2.0,688,215,2008.0,03/2015,6056,-31.89741,116.03177
9 Terek Place,North Beach,865000,4,3,2.0,357,226,2014.0,06/2015,6020,-31.85919495,115.7671965
9 Teslin Road,Mount Claremont,1575000,4,2,2.0,877,238,1965.0,11/2016,6010,-31.96045,115.7728
9 The Fairway,Jandakot,520000,3,2,2.0,361,213,2005.0,01/2019,6164,-32.11007529,115.8546521
9 The Oaks,Brigadoon,540000,6,2,,15622,257,1999.0,06/2005,6069,-31.77984,116.08155
9 The Pines Grove,Jandakot,635000,4,2,2.0,601,230,,09/2014,6164,-32.1002017,115.8506269
9 The Ridge,Yangebup,550000,4,2,2.0,1266,215,1981.0,01/2019,6164,-32.11976,115.81375
9 The Rise,Gwelup,937500,4,2,2.0,670,341,2009.0,03/2016,6018,-31.86468171,115.8000239
9 Thomas Street,South Perth,2125000,3,1,,641,406,2010.0,09/2020,6151,-31.977164,115.870012
9 Thomas Way,Kardinya,710000,3,3,2.0,747,209,1990.0,07/2018,6163,-32.06221,115.81816
9 Thornbill Way,Churchlands,1650000,5,2,2.0,781,291,1986.0,06/2016,6018,-31.92402,115.79594
9 Throssell Street,Dalkeith,2000000,4,4,2.0,701,330,2000.0,12/2015,6009,-31.99851,115.80652
9 Tifera Circle,Kallaroo,895500,4,3,2.0,675,332,,07/2017,6025,-31.78825,115.74712
9 Tillery Way,Secret Harbour,405000,4,2,2.0,650,185,2003.0,02/2020,6173,-32.40986201,115.767338
9 Tintagel Court,City Beach,1900000,5,3,8.0,1157,295,1991.0,04/2018,6015,-31.9424,115.76035
9 Tintern Road,Ashby,521000,4,2,2.0,582,200,2008.0,05/2015,6065,-31.73661,115.80065
9 Tolbury Retreat,Kiara,410000,4,2,2.0,524,139,1994.0,11/2008,6054,-31.88234,115.9431
9 Tolworth Way,Embleton,520000,3,1,2.0,728,142,2015.0,06/2016,6062,-31.89987663,115.9135551
9 Tonkin Street,Mundijong,460000,4,2,2.0,850,199,1990.0,04/2014,6123,-32.28677,115.98796
9 Torino Crescent,Piara Waters,455000,4,2,2.0,501,182,2015.0,08/2019,6112,-32.13762395,115.9309418
9 Torndirrup Place,Ballajura,335000,3,1,1.0,512,82,1994.0,12/2020,6066,-31.84586,115.91134
9 Torwood Close,Maddington,290000,3,1,3.0,758,94,1991.0,10/2017,6109,-32.05037,116.01299
9 Torwood Drive,Gooseberry Hill,710000,4,2,1.0,1334,181,1978.0,01/2017,6076,-31.95005,116.05937
9 Touraine Place,Darch,595000,5,2,2.0,636,237,2004.0,08/2018,6065,-31.81265849,115.8499835
9 Tozer Loop,Atwell,435000,4,2,2.0,375,138,2000.0,03/2017,6164,-32.14529,115.86727
9 Trafalgar Place,Queens Park,521000,4,2,2.0,446,165,2011.0,03/2017,6107,-32.00015352,115.9385828
9 Travers Way,Aveley,425000,4,2,2.0,576,170,2005.0,10/2019,6069,-31.79241454,115.9931538
9 Treacy Way,Waterford,1080000,4,2,2.0,577,233,,04/2018,6152,-32.01669673,115.889958
9 Treetop Way,Mount Helena,660000,5,2,2.0,2006,261,2005.0,04/2019,6082,-31.86936291,116.2212482
9 Trieste Court,Mindarie,715000,5,2,2.0,806,236,2000.0,07/2019,6030,-31.69545,115.70895
9 Triller Bend,Tapping,480000,4,2,2.0,547,182,2007.0,04/2020,6065,-31.724761,115.787304
9 Tripod Place,Mullaloo,705000,4,2,2.0,762,200,1985.0,02/2019,6027,-31.77498,115.75109
9 Tristram Lane,Wattle Grove,640000,4,2,2.0,717,227,2006.0,02/2019,6107,-32.00398363,115.9962046
9 Tucuma Court,Warnbro,340000,4,2,2.0,753,126,1992.0,12/2017,6169,-32.34007,115.76122
9 Turnbury Park Drive,Jandakot,625000,4,2,2.0,760,185,1995.0,05/2017,6164,-32.10823,115.85467
9 Tuross Place,Ridgewood,399000,4,2,2.0,558,129,2006.0,08/2018,6030,-31.66785382,115.72781
9 Turtledove Road,Harrisdale,415000,4,2,2.0,446,173,2010.0,08/2019,6112,-32.12222671,115.9265675
9 Umina Way,Burns Beach,868000,3,2,2.0,544,229,2012.0,11/2016,6028,-31.7236393,115.7254414
9 Unwin Crescent,Salter Point,835000,7,2,2.0,1045,336,1965.0,11/2019,6152,-32.02640504,115.8699126
9 Urquhart Way,Hocking,450000,4,2,2.0,615,250,2001.0,12/2018,6065,-31.77468,115.81883
9 Valley Road,Kalamunda,796000,5,2,3.0,2141,177,1978.0,07/2018,6076,-31.97542,116.06699
9 Veneto Way,Stirling,1175000,4,2,2.0,502,287,2011.0,05/2018,6021,-31.89651135,115.8182294
9 Verdant Crescent,Seville Grove,390000,4,2,2.0,441,161,2009.0,03/2017,6112,-32.12435248,115.9885545
9 Vernon Place,Padbury,341000,3,1,,828,157,1974.0,04/2020,6025,-31.81515534,115.7627653
9 Victoria Road,West Swan,850000,4,2,4.0,4050,211,1974.0,01/2014,6055,-31.86208,115.99036
9 View Terrace,Darlington,815000,4,2,3.0,2026,400,1972.0,03/2017,6070,-31.91749,116.07071
9 Vila Do Porto Crescent,Secret Harbour,428500,4,2,2.0,622,233,1999.0,09/2019,6173,-32.39796089,115.7477201
9 Vilberie Close,Kiara,407000,3,1,1.0,480,105,,10/2013,6054,-31.88303,115.943
9 Vintage Lane,The Vines,650000,4,3,2.0,4317,253,1990.0,05/2019,6069,-31.76051,116.0032
9 Violet Grove,Warnbro,325000,4,2,2.0,489,148,1995.0,01/2020,6169,-32.34813,115.76355
9 Viridis Street,Yanchep,320000,3,2,2.0,408,179,2012.0,06/2020,6035,-31.54030403,115.6266101
9 Vitis Chase,Ashby,480000,3,2,2.0,246,110,2015.0,04/2014,6065,-31.72924789,115.8031708
9 Vivian Way,Boya,850000,5,2,3.0,3010,245,1995.0,05/2016,6056,-31.92045,116.05712
9 Vix Street,Dalkeith,2400000,3,2,3.0,780,364,2002.0,08/2015,6009,-31.99161,115.8029
9 Waler Close,Stratton,328500,3,1,1.0,504,107,,06/2015,6056,-31.86742,116.04497
9 Walgreen Crescent,Calista,354000,3,1,1.0,767,110,,06/2014,6167,-32.24373,115.80883
9 Wallangarra Drive,Bedfordale,690000,4,2,8.0,13671,255,1980.0,07/2019,6112,-32.1852,116.06984
9 Warbler Court,High Wycombe,380000,4,2,1.0,728,165,1990.0,04/2019,6057,-31.9485,116.00841
9 Wareana Street,Menora,2150000,4,3,3.0,711,429,2004.0,02/2006,6050,-31.91245,115.86181
9 Warilda Court,Quinns Rocks,390000,4,2,2.0,580,110,1995.0,03/2020,6030,-31.66618,115.69992
9 Warnham Road,Cottesloe,1900000,3,3,2.0,207,162,2002.0,07/2018,6011,-31.99463643,115.7532783
9 Warnt Court,South Guildford,550000,4,2,4.0,703,142,1999.0,05/2015,6055,-31.9156,115.98778
9 Warrandyte Drive,Craigie,420000,7,1,,702,167,1998.0,10/2017,6025,-31.7797,115.76833
9 Watersun Gardens,Jindalee,660000,4,2,2.0,640,306,2008.0,02/2020,6036,-31.649766,115.694021
9 Waterview Parade,Southern River,537500,4,2,4.0,640,252,2004.0,02/2019,6110,-32.1011725,115.9387785
9 Watling Avenue,Lynwood,460000,3,1,3.0,718,110,1970.0,07/2015,6147,-32.04623,115.93119
9 Watsonia Road,Gooseberry Hill,510000,4,2,2.0,1022,154,,03/2018,6076,-31.95651,116.03359
9 Wattle Court,Mahogany Creek,675000,3,2,2.0,2016,262,1993.0,05/2010,6072,-31.90283,116.14006
9 Wattle Way,Huntingdale,430000,4,2,2.0,616,186,1999.0,06/2018,6110,-32.06965,115.9721
9 Wauhop Circle,Beeliar,569500,4,2,2.0,742,218,,01/2020,6164,-32.13116,115.798
9 Waylen Square,Beeliar,572000,4,2,2.0,640,177,2000.0,06/2020,6164,-32.13266,115.79882
9 Weeks Way,Bull Creek,670000,3,1,1.0,683,112,1977.0,09/2018,6149,-32.06359,115.86569
9 Wellard Road,Calista,230000,3,1,4.0,769,111,,02/2014,6167,-32.2513,115.80413
9 Wellaton Street,Midvale,426000,3,1,1.0,1053,110,1946.0,08/2015,6056,-31.89152615,116.0203006
9 Wellesley Way,Samson,640000,4,2,1.0,752,150,1982.0,08/2013,6163,-32.0656902,115.7983519
9 Wellington Street,Mosman Park,830000,3,1,2.0,334,154,1930.0,09/2017,6012,-32.01435285,115.7569388
9 Welsh Glen,Glen Forrest,780000,4,2,2.0,4611,273,2000.0,09/2014,6071,-31.90419,116.1062
9 Wenstead Place,Stratton,380000,4,1,1.0,584,100,1993.0,09/2014,6056,-31.86571,116.03816
9 Westerway Terrace,North Lake,795000,4,2,,631,247,2000.0,09/2007,6163,-32.08367,115.84445
9 WHARTON Parade,Brabham,435000,4,2,2.0,450,158,,06/2019,6055,-31.81711408,115.9667296
9 White Road,Orange Grove,720000,2,2,2.0,10021,126,,03/2011,6109,-32.03079872,116.0217453
9 Whitewater Lookout,Iluka,1211250,4,2,2.0,746,310,2002.0,12/2016,6028,-31.7391013,115.7280614
9 Willcox Street,Chidlow,230000,4,2,,1800,187,,02/2015,6556,-31.86173,116.26172
9 WINDARRA DRIVE,City Beach,1412000,4,3,2.0,809,242,,06/2016,6015,-31.93921,115.7653
9 Windermere Way,Waikiki,469000,4,2,3.0,640,237,2006.0,07/2018,6169,-32.32459957,115.7618976
9 Wingate Avenue,Hazelmere,431000,3,1,4.0,1012,118,1957.0,05/2014,6055,-31.90139,115.99662
9 Wintergreene Drive,Bennett Springs,627000,4,2,2.0,638,215,2005.0,02/2015,6063,-31.85717773,115.9316772
9 Witts Lane,Kwinana Town Centre,159992,3,1,,206,112,2015.0,07/2013,6167,-32.24224513,115.8156975
9 Wolseley Road,Morley,465000,3,1,1.0,720,153,1970.0,02/2020,6062,-31.88209,115.88464
9 Wonil Way,Karawara,800000,4,2,,585,234,2003.0,11/2013,6152,-32.00748,115.88485
9 Wood Street,Fremantle,670000,3,1,4.0,516,150,1973.0,08/2019,6160,-32.04923,115.76369
9 Woodland Place,Casuarina,55000,4,2,2.0,8883,198,1995.0,12/1993,6167,-32.22682,115.87309
9 Wordsworth Drive,Darch,680000,4,2,2.0,602,240,2003.0,10/2015,6065,-31.81617,115.84596
9 Worthington Road,Booragoon,1083000,4,2,2.0,692,277,2005.0,10/2016,6154,-32.0422,115.83847
9 Wright Avenue,Swanbourne,1575000,4,2,2.0,506,279,2014.0,05/2016,6010,-31.97916106,115.7738794
9 Wyvern Lane,Woodbridge,700000,3,2,2.0,281,235,,03/2013,6056,-31.89301552,116.0006097
9 Yalgorup Gardens,Ballajura,305000,3,1,2.0,573,106,1993.0,08/2018,6066,-31.84661,115.91103
9 Yanchep Link,Jane Brook,575000,4,2,4.0,525,267,2014.0,08/2015,6056,-31.8615132,116.055074
9 Yanga Lane,Yanchep,297000,3,2,2.0,320,172,,11/2020,6035,-31.55108748,115.6531369
9 Yanrey Street,Golden Bay,345000,4,2,2.0,923,130,1998.0,02/2019,6174,-32.43044,115.75485
9 Yarri Mews,Jarrahdale,675000,3,2,2.0,4000,229,2001.0,10/2015,6124,-32.34117,116.05413
9 Yeaman Court,Koondoola,435000,3,1,2.0,770,103,1976.0,10/2014,6064,-31.8438,115.86985
9 Yewers Drive,Champion Lakes,245000,4,1,,562,255,2015.0,02/2014,6111,-32.11422744,115.9938144
9 Yomba Street,Kewdale,448000,4,1,2.0,810,151,1967.0,12/2016,6105,-31.97921,115.93672
9 Yongara Mews,Viveash,540000,4,2,2.0,930,210,2004.0,11/2016,6056,-31.87629,115.99604
9 Young Lane,Parkwood,615000,5,2,2.0,680,236,1995.0,06/2016,6147,-32.05338,115.90723
9 Ypres Road,Camillo,340000,4,1,8.0,764,115,1990.0,09/2017,6111,-32.11338314,115.9962106
9 Zenobia Street,Palmyra,800000,3,1,2.0,473,75,1925.0,06/2019,6157,-32.04336,115.77783
9/10 Parnell Avenue,Marmion,370000,2,1,1.0,6118,79,1987.0,04/2014,6020,-31.84264,115.7618
9/11 Choseley Place,Langford,405000,3,2,2.0,168,134,2008.0,10/2014,6147,-32.042941,115.942025
9/16 James Street,Cannington,395000,3,2,2.0,2428,95,,02/2017,6107,-32.02520738,115.944691
9/192 Fairway Circle,Connolly,350000,2,1,1.0,9493,85,,03/2016,6027,-31.75376,115.75146
9/2 Wells Court,Noranda,285000,3,1,1.0,2333,85,1987.0,06/2018,6062,-31.8751,115.91506
9/22 Gochean Avenue,Bentley,380000,3,2,2.0,194,115,2002.0,09/2016,6102,-32.00888,115.92343
9/24 Blackwood Avenue,Hamilton Hill,485000,4,2,2.0,443,140,2013.0,09/2019,6163,-32.08498931,115.7800237
9/25 Canns Road,Bedfordale,510000,4,2,2.0,646,159,,07/2015,6112,-32.141499,116.0363667
9/25 Melville Parade,South Perth,590000,3,2,2.0,5414,110,2002.0,10/2020,6151,-31.96975229,115.8480558
9/3 Marsh Road,Mount Richon,258000,3,1,1.0,5823,109,1990.0,03/2013,6112,-32.15832508,116.0182692
9/3 Park Road,Midvale,305000,3,1,2.0,3350,100,1989.0,10/2013,6056,-31.88711196,116.0337994
9/39 College Corner,O'Connor,488000,2,2,2.0,225,102,2011.0,01/2015,6163,-32.06262185,115.8002123
9/4 Canham Way,Orelia,119000,3,1,1.0,117,90,1971.0,02/2019,6167,-32.23542565,115.8190205
9/4 Montana Crescent,Dayton,370000,3,2,2.0,239,105,2014.0,08/2015,6055,-31.85692154,115.9677599
9/42 Baler Court,Hammond Park,385000,3,2,2.0,249,122,,10/2017,6164,-32.16000096,115.8541498
9/5 Hazel Avenue,Woodlands,478000,3,1,2.0,2946,88,1990.0,02/2017,6018,-31.90064,115.79033
9/56 Matheson Road,Applecross,527500,3,1,1.0,4114,96,1976.0,07/2019,6153,-32.01766,115.8315
9/59 Rosher Road,Lockridge,281000,2,1,1.0,2974,68,1970.0,03/2014,6054,-31.88383317,115.9481256
9/6 Waterway Court,Churchlands,670000,3,1,2.0,200,95,1986.0,06/2015,6018,-31.92971712,115.8033707
9/61 Troy Terrace,Jolimont,710000,2,1,2.0,3177,86,1979.0,06/2010,6014,-31.94814,115.81423
9/62 Smith Street,Dianella,205000,2,1,1.0,128,70,1987.0,09/2020,6059,-31.89029847,115.8917347
9/70 Gairloch Street,Applecross,890000,4,2,2.0,256,221,2015.0,04/2018,6153,-32.01640527,115.8409087
9/71 Corbel Street,Shelley,460000,3,1,5.0,179,90,1986.0,09/2016,6148,-32.02706,115.89354
9/73 Stalker Road,Gosnells,250000,3,1,1.0,286,90,1992.0,03/2019,6110,-32.07618,115.99224
9/8 Forster Avenue,Lathlain,515000,4,2,2.0,222,164,2009.0,03/2019,6100,-31.9746265,115.9068206
9/80 Mooro Drive,Mount Claremont,675000,2,1,1.0,11692,88,1990.0,11/2017,6010,-31.96503,115.78221
9/82 Royal Street,East Perth,625000,3,2,2.0,2501,123,1998.0,08/2020,6004,-31.95287,115.87727
9/93 Cook Avenue,Hillarys,515000,3,2,2.0,4315,97,1996.0,11/2020,6025,-31.80128,115.74382
9/95 Kenwick Road,Kenwick,280000,3,1,1.0,337,105,1995.0,01/2017,6107,-32.03414457,115.9800352
90 Amethyst Crescent,Mount Richon,540000,4,2,2.0,1897,220,1985.0,06/2020,6112,-32.15697338,116.0253413
90 Armadale Crescent,Coolbinia,1210000,3,1,1.0,1470,159,2016.0,03/2014,6050,-31.91253293,115.856163
90 Bessell Avenue,Como,1075000,5,3,2.0,1012,180,2000.0,04/2019,6152,-31.99266,115.87826
90 Bushlands Road,Hovea,1100000,4,2,2.0,15006,290,2003.0,02/2013,6071,-31.88515104,116.1137938
90 Calista Avenue,Calista,255000,3,1,1.0,798,88,,04/2020,6167,-32.24818,115.80693
90 Casserley Avenue,Girrawheen,275000,3,1,3.0,692,80,1973.0,08/2019,6064,-31.84492,115.84171
90 Centennial Avenue,Bertram,376000,4,2,2.0,576,180,2008.0,02/2019,6167,-32.25257424,115.8496942
90 Charles Riley Road,Trigg,950000,4,2,2.0,728,289,,02/2016,6029,-31.86866,115.76424
90 Evandale Street,Floreat,1500000,5,2,2.0,983,243,1950.0,07/2019,6014,-31.94278,115.79425
90 Fauntleroy Avenue,Ascot,760000,4,2,2.0,510,195,2004.0,05/2015,6104,-31.92450315,115.9496822
90 Forrest Street,Sawyers Valley,425000,2,1,2.0,6189,198,1965.0,09/2006,6074,-31.90104,116.19621
90 Gardner Street,Como,1780000,4,2,2.0,1013,285,1949.0,12/2019,6152,-31.98965,115.8657
90 Gradient Way,Beldon,484000,4,1,1.0,721,147,1976.0,05/2015,6027,-31.77478,115.75951
90 Green Street,Joondanna,460000,3,2,2.0,250,99,1999.0,12/2020,6060,-31.91401673,115.8363451
90 Holmfirth Street,Coolbinia,1410000,3,3,2.0,769,189,1950.0,04/2014,6050,-31.9145,115.8577
90 Houghton Drive,Carramar,490050,4,2,2.0,605,165,2004.0,06/2019,6031,-31.71291431,115.7857965
90 John Farrant Drive,Gooseberry Hill,1035000,4,3,6.0,10109,305,1994.0,12/2018,6076,-31.94613,116.04306
90 Kembla Circle,Madeley,835000,5,2,2.0,726,265,2008.0,02/2018,6065,-31.80508508,115.8223885
90 Kitchener Road,Alfred Cove,580000,3,2,,348,114,1999.0,07/2020,6154,-32.03657,115.80995
90 Lymburner Drive,Hillarys,730000,5,2,1.0,981,175,1981.0,11/2018,6025,-31.81187025,115.7528044
90 Lyndale Avenue,Parkwood,540000,4,2,2.0,700,150,1979.0,09/2020,6147,-32.05246,115.91443
90 Main Street,Osborne Park,490000,3,1,1.0,1012,98,,01/2018,6017,-31.90545752,115.8284605
90 Medulla Road,Jarrahdale,675000,3,1,2.0,21178,135,2005.0,07/2014,6124,-32.32296,116.02616
90 Merrit Loop,Jandakot,675000,7,4,3.0,21382,550,2014.0,08/2014,6164,-32.10227794,115.8898039
90 Molloy Circuit,Atwell,516500,5,2,2.0,558,193,1997.0,11/2017,6164,-32.13953,115.86433
90 Mustang Road,Champion Lakes,1230000,7,4,4.0,21600,335,1997.0,07/2014,6111,-32.12023,115.9832
90 Olive Road,Millendon,125000,4,2,,23837,390,1996.0,04/1997,6056,-31.8053,116.01583
90 Park Street,Henley Brook,1450000,4,4,2.0,38504,300,1979.0,02/2013,6055,-31.81178,115.99125
90 Patterson Drive,Middle Swan,475000,4,2,2.0,622,182,,09/2014,6056,-31.87364966,116.018473
90 Poad Street,Champion Lakes,970000,5,3,2.0,13310,290,2001.0,10/2014,6111,-32.132569,115.9801419
90 Rathkeale Boulevard,Ridgewood,355000,3,2,2.0,300,154,2011.0,11/2017,6030,-31.65462737,115.7209766
90 Rennie Crescent,Hilton,610000,3,2,3.0,504,90,1953.0,12/2015,6163,-32.06926866,115.7805334
90 Riley Road,Parkerville,430000,3,1,3.0,1010,70,1972.0,11/2017,6081,-31.88087,116.13209
90 Roberts Road,Kelmscott,415000,4,2,1.0,809,164,2013.0,09/2019,6111,-32.12229,116.02939
90 Rookwood Street,Menora,1550000,4,2,2.0,842,210,1927.0,05/2014,6050,-31.92464,115.86301
90 Rosebery Street,Bedford,845000,3,1,2.0,766,170,1925.0,12/2016,6052,-31.91555,115.89202
90 South Western Highway,Mount Richon,405000,3,1,2.0,1012,128,1955.0,05/2014,6112,-32.1544673,116.0186941
90 Spring Road,Thornlie,340000,3,1,,710,145,1964.0,10/2020,6108,-32.04686254,115.9554686
90 St Stephens Crescent,Tapping,565000,5,3,2.0,731,261,2003.0,11/2018,6065,-31.7163492,115.7923463
90 Stanley Street,Nedlands,1860000,5,2,4.0,1012,230,,03/2019,6009,-31.98792,115.80554
90 Tibradden Circle,Ascot,480000,3,2,4.0,336,127,,01/2016,6104,-31.92708,115.94933
90 Todd Avenue,Como,675000,3,2,2.0,436,126,,08/2019,6152,-31.99375,115.87716
90 Torquata Boulevard,Helena Valley,590000,4,2,2.0,636,212,1996.0,09/2016,6056,-31.91991,116.03235
90/309 Harborne Street,Glendalough,295000,2,1,1.0,15999,74,1979.0,04/2015,6016,-31.91893531,115.8183881
90/91 Benara Road,Caversham,155000,2,1,1.0,96078,65,,01/2017,6055,-31.87721323,115.964487
908 Anketell Road,Anketell,975000,4,2,2.0,20159,213,1999.0,08/2013,6167,-32.21005,115.87886
90A Ashburton Street,East Victoria Park,540000,3,1,2.0,361,107,1965.0,02/2019,6101,-31.98957,115.89308
90A Kitchener Road,Alfred Cove,625000,3,2,2.0,370,134,1999.0,07/2017,6154,-32.03657,115.81013
91 Abbey Green Road,Banksia Grove,442000,4,2,2.0,614,208,2011.0,06/2017,6031,-31.71189663,115.8064684
91 Alderbury Street,Floreat,730000,2,1,2.0,370,114,1970.0,04/2019,6014,-31.94458,115.79402
91 Altone Road,Lockridge,471000,3,1,4.0,729,141,1989.0,11/2014,6054,-31.87845,115.94495
91 Apple Street,Upper Swan,706000,3,2,,4047,206,1984.0,02/2000,6069,-31.76341047,116.0244079
91 Arthur Road,Wattle Grove,556000,4,2,3.0,607,182,2003.0,11/2015,6107,-32.00381569,115.9935127
91 Balladong Loop,Carramar,427000,4,2,2.0,625,185,1996.0,06/2019,6031,-31.71425,115.78117
